Title,Description,Features,URL
Tira LED WiFi para exteriores,"La tira Led inteligente de Garza funciona con Wi-Fi integrado para iluminar superficies tanto de exterior como de interior tu hogar. Enciendela desde cualquier lugar usando tu asistente de voz Alexa o Google y tu dispositivo móvil. Crea ambientes perfectos para tus fiestas en el jardín, momentos de lectura, estudio, reflexión o relajación. Percibirás una iluminación suave y agradable que se extiende uniformemente por toda la tira. Incluye pequeños enganches de silicona para poder atornillarla a cualquier superficie. Puedes controlar fácilmente tantas luces inteligentes como tengas desde tu APP Garza. No necesitas nada para empezar, enchúfala a la corriente y conéctala a tu red Wi-Fi.","
Factor de potencia
0.7
Alimentación
Red 240V
IP
65  IP
Garantía
5 años
Tecnología
Wifi
Watios
24W
Horas
15000
Encendidos
10000
Ángulo de Apertura
180 °
Eficiencia Energética
F
Dimmable
Si
RGB
Si
"
